
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
9.99999978e-003, -3.49549890e-001, 5.00000007e-002, 2.29224777e+000
9.99999978e-003, -3.50751102e-001, 5.00000007e-002, 2.29866028e+000
9.99999978e-003, -3.51952314e-001, 5.00000007e-002, 2.30509472e+000
9.99999978e-003, -3.53153527e-001, 5.00000007e-002, 2.31155157e+000
9.99999978e-003, -3.54354739e-001, 5.00000007e-002, 2.31676149e+000
9.99999978e-003, -3.55555952e-001, 5.00000007e-002, 2.32073188e+000
9.99999978e-003, -3.56757164e-001, 5.00000007e-002, 2.32470608e+000
9.99999978e-003, -3.57958376e-001, 5.00000007e-002, 2.32868457e+000
9.99999978e-003, -3.59159589e-001, 5.00000007e-002, 2.33266759e+000
9.99999978e-003, -3.60360801e-001, 5.00000007e-002, 2.33665419e+000
9.99999978e-003, -3.61562014e-001, 5.00000007e-002, 2.34064531e+000
9.99999978e-003, -3.62763226e-001, 5.00000007e-002, 2.34464002e+000
9.99999978e-003, -3.63964438e-001, 5.00000007e-002, 2.34871912e+000
9.99999978e-003, -3.65165651e-001, 5.00000007e-002, 2.35332465e+000
9.99999978e-003, -3.66366863e-001, 5.00000007e-002, 2.35794663e+000
9.99999978e-003, -3.67568076e-001, 5.00000007e-002, 2.36258554e+000
9.99999978e-003, -3.68769288e-001, 5.00000007e-002, 2.36724019e+000
9.99999978e-003, -3.69970500e-001, 5.00000007e-002, 2.37191129e+000
9.99999978e-003, -3.71171713e-001, 5.00000007e-002, 2.37659836e+000
9.99999978e-003, -3.72372925e-001, 5.00000007e-002, 2.38130164e+000
9.99999978e-003, -3.73574138e-001, 5.00000007e-002, 2.38602042e+000
9.99999978e-003, -3.74775350e-001, 5.00000007e-002, 2.38558936e+000
9.99999978e-003, -3.75976563e-001, 5.00000007e-002, 2.38355231e+000
9.99999978e-003, -3.77177775e-001, 5.00000007e-002, 2.38154984e+000
9.99999978e-003, -3.78378987e-001, 5.00000007e-002, 2.37958145e+000
9.99999978e-003, -3.79580200e-001, 5.00000007e-002, 2.37764764e+000
9.99999978e-003, -3.80781412e-001, 5.00000007e-002, 2.37574816e+000
9.99999978e-003, -3.81982625e-001, 5.00000007e-002, 2.37388349e+000
9.99999978e-003, -3.83183837e-001, 5.00000007e-002, 2.37205338e+000
9.99999978e-003, -3.84385049e-001, 5.00000007e-002, 2.36585259e+000
9.99999978e-003, -3.85586262e-001, 5.00000007e-002, 2.35269666e+000
9.99999978e-003, -3.86787474e-001, 5.00000007e-002, 2.33956552e+000
9.99999978e-003, -3.87988687e-001, 5.00000007e-002, 2.32645988e+000
9.99999978e-003, -3.89189899e-001, 5.00000007e-002, 2.31338000e+000
9.99999978e-003, -3.90391111e-001, 5.00000007e-002, 2.30032659e+000
9.99999978e-003, -3.91592324e-001, 5.00000007e-002, 2.28729987e+000
9.99999978e-003, -3.92793536e-001, 5.00000007e-002, 2.27430081e+000
9.99999978e-003, -3.93994749e-001, 5.00000007e-002, 2.26121044e+000
9.99999978e-003, -3.95195961e-001, 5.00000007e-002, 2.24005818e+000
9.99999978e-003, -3.96397173e-001, 5.00000007e-002, 2.21891522e+000
9.99999978e-003, -3.97598386e-001, 5.00000007e-002, 2.19778252e+000
9.99999978e-003, -3.98799598e-001, 5.00000007e-002, 2.17665982e+000
9.99999978e-003, -4.00000811e-001, 5.00000007e-002, 2.15554762e+000
9.99999978e-003, -4.01202023e-001, 5.00000007e-002, 2.13444638e+000
9.99999978e-003, -4.02403235e-001, 5.00000007e-002, 2.11335588e+000
9.99999978e-003, -4.03604448e-001, 5.00000007e-002, 2.09227705e+000
9.99999978e-003, -4.04805660e-001, 5.00000007e-002, 2.06364107e+000
9.99999978e-003, -4.06006873e-001, 5.00000007e-002, 2.03078485e+000
9.99999978e-003, -4.07208085e-001, 5.00000007e-002, 1.99793077e+000
9.99999978e-003, -4.08409297e-001, 5.00000007e-002, 1.96507871e+000
9.99999978e-003, -4.09610510e-001, 5.00000007e-002, 1.93222857e+000
9.99999978e-003, -4.10811722e-001, 5.00000007e-002, 1.89938045e+000
9.99999978e-003, -4.12012935e-001, 5.00000007e-002, 1.86653459e+000
9.99999978e-003, -4.13214147e-001, 5.00000007e-002, 1.83369136e+000
9.99999978e-003, -4.14415359e-001, 5.00000007e-002, 1.79927218e+000
9.99999978e-003, -4.15616572e-001, 5.00000007e-002, 1.76061118e+000
9.99999978e-003, -4.16817784e-001, 5.00000007e-002, 1.72198260e+000
9.99999978e-003, -4.18018997e-001, 5.00000007e-002, 1.68338859e+000
